sample_id,dx_mm,dy_mm,Lj_nH,Cj_fF,tee_finger_length_um,tee_finger_count,tee_cap_gap_um,ro_L_mm,fq_GHz,fr_GHz,Delta_GHz,g_over_2pi_MHz,chi_MHz,kappa_over_2pi_MHz,chi_over_kappa,Cin_fF,Ceff_fF,kappa_i_over_kappa_e,hit_chi_ge_2MHz,T1_qubit_est_us,T2_qubit_est_us,T1_qubit_dielectric_us,T1_qubit_purcell_us,status,error,warnings
chip_simple_dxm2p000_dym2p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-2.0,-2.0,12.0,2.0,160,12,1.2,8.5,4.66750846399,5.99576429238,-1.3282558283899997,244.5650742862331,6.200288068849563,5.692685446377873,1.0891675163247716,51.83498,76.95836730867178,5.176145672296322,True,0.806707726042818,1.613415452085636,37.047147182424204,0.8246649408288155,completed,"safe: StopIteration: StopIteration(); cpw: TypeError: TypeError('Arguments must be Polygon, FlexPath, RobustPath, Label or Reference.'); minimal: StopIteration: StopIteration()","Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm2p000_dym2p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-2.0,-2.0,12.0,2.0,160,12,1.2,8.5,4.66750846399,5.99576429238,-1.3282558283899997,244.5650742862331,6.200288068849563,5.69268544637786,1.0891675163247743,51.83498,76.95836730867178,5.1761456722963075,True,0.8067077260428198,1.6134154520856396,37.047147182424204,0.8246649408288174,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm2p000_dym2p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-2.0,-2.0,12.0,2.0,160,12,1.2,8.5,4.66357232032,6.17425760616,-1.5106852858400002,266.16679365567177,5.776347432731628,5.948772404826305,0.9710150329579281,51.83519,76.9582525862325,4.910219303693012,True,0.8423301376824586,1.6846602753649171,37.18598206083025,0.8618526683942456,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dym10p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-10.0,12.0,2.0,160,12,1.2,8.5,4.64946141178,6.18114822933,-1.5316868175499998,264.9235520746813,5.55338666771698,5.965679116322728,0.9308892683353229,52.20432,76.9819881227287,4.823973582697578,True,0.8709840807731362,1.7419681615462723,37.34516357868649,0.8917827191360257,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dym9p091__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-9.091,12.0,2.0,160,12,1.2,8.5,4.7754619206,6.09514600369,-1.3196840830900003,226.95614881826606,5.6564125673236845,5.83519743876857,0.9693609559366314,51.97676,76.948966494099,4.993281491236356,True,0.8993328842907908,1.7986657685815817,36.283641474225064,0.9221904635115664,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dym8p182__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-8.182,12.0,2.0,160,12,1.2,8.5,4.70878498903,6.10283717632,-1.3940521872899998,237.26809301618,5.43583358929634,5.8968743535962265,0.9218160780348458,51.97755,76.94788064531264,5.033575943315536,True,0.9086418995563421,1.8172837991126842,36.709999524273705,0.9317033183517941,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm10p000_dym7p273__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-7.273,12.0,2.0,160,12,1.2,8.5,4.73346264299,6.12196729623,-1.38850465324,243.08709551981178,5.803193593448639,5.917441531031344,0.9806930179227655,52.21703,76.98482686681935,4.943147313192465,True,0.8570123178777612,1.7140246357555224,36.671392477743005,0.8775200052847676,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm10p000_dym6p364__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-6.364,12.0,2.0,160,12,1.2,8.5,4.72003215394,6.21311585123,-1.4930836972900003,248.5653481614014,5.277381808307648,5.993540423418498,0.8805115900590891,52.20304,76.98262424688507,4.761603437913233,True,0.9337286676251343,1.8674573352502686,36.665267562041016,0.958128658549714,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dym5p455__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-5.455,12.0,2.0,160,12,1.2,8.5,4.74663028203,6.09244739086,-1.3458171088300004,229.06180088997965,5.497690521795272,5.833596212181217,0.9424187622577416,52.2005,76.98068438736837,4.948281929734325,True,0.9180606943491141,1.8361213886982282,36.44837603949954,0.9417822805585597,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm10p000_dym4p545__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-4.545,12.0,2.0,160,12,1.2,8.5,4.72747685651,6.02391173404,-1.2964348775300003,235.80879165767422,6.181771411222457,5.79330242515557,1.067054843258326,51.98768,76.9507570011027,5.161258006436163,True,0.8119510549708923,1.6239021099417845,36.590921206817946,0.8303770888357689,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm10p000_dym3p636__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-3.636,12.0,2.0,160,12,1.2,8.5,4.77990037302,6.04333626236,-1.2634358893400002,206.9079404411617,5.1115355472545625,5.789534002440126,0.8828923960201622,52.19988,76.98090924054897,5.048590575503872,True,0.9968376002034862,1.9936752004069724,36.2668759643428,1.0250112355967997,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dym2p727__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-2.727,12.0,2.0,160,12,1.2,8.5,4.69648610827,6.09443998851,-1.3979538802399993,244.49566249618798,5.715832865936279,5.876106178755235,0.9727245716902775,52.20814,76.98344138050965,4.984000844873628,True,0.8647590881899614,1.7295181763799228,36.971675509824564,0.8854700309875873,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dym1p818__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-1.818,12.0,2.0,160,12,1.2,8.5,4.65858122614,6.01234045492,-1.3537592287800004,251.70355065904786,6.319054457366943,5.749348826520186,1.099090461900461,52.19937,76.98087771610321,5.100104986708347,True,0.783927641646487,1.567855283292974,37.2804142913353,0.8007660445655433,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dym0p909__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,-0.909,12.0,2.0,160,12,1.2,8.5,4.78631013217,6.11749499502,-1.3311848628500007,215.32562253250407,5.0396452458877565,5.829430491241084,0.8645175979814828,51.62157,76.90235813381203,5.003751535214653,True,1.014264850034216,2.028529700068432,36.24051314403699,1.043468447801114,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm10p000_dy0p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,0.0,12.0,2.0,160,12,1.2,8.5,4.76222104131,6.18688945934,-1.4246684180299996,232.63985508276326,5.1325110863227845,5.950376985358044,0.8625522549163248,51.61472,76.8959565531713,4.925979277116452,True,0.9762156820394794,1.9524313640789588,36.45239230057278,1.003078696848182,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dy0p909__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,0.909,12.0,2.0,160,12,1.2,8.5,4.70703508171,6.1027913224,-1.39575624069,250.9771558944962,6.054301022790908,5.873941688086905,1.0307049923682072,51.97746,76.94808087725288,5.010267939234264,True,0.8193460595769846,1.6386921191539692,36.81811335423503,0.8379946971775267,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dy1p818__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,1.818,12.0,2.0,160,12,1.2,8.5,4.72226988205,6.17696340758,-1.4546935255299998,244.6012788259304,5.36773969219017,5.984641715447427,0.8969191385902144,52.18567,76.97665825949508,4.858553642506859,True,0.917100619958135,1.83420123991627,36.69994277658844,0.9406055596564967,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm10p000_dy2p727__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,2.727,12.0,2.0,160,12,1.2,8.5,4.70723767854,6.21132532849,-1.5040876499499998,260.2253909274522,5.669662891471862,6.040061613915569,0.9386763337661401,52.23556,76.98781585843747,4.804113506290819,True,0.8597914357228912,1.7195828714457824,36.92306235516698,0.8802898900808916,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm10p000_dy3p636__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,3.636,12.0,2.0,160,12,1.2,8.5,4.6418768344,5.98369428669,-1.34181745229,249.12515957784362,6.249091382169723,5.676013980362334,1.1009647622063834,52.23688,76.98781452092959,5.100433189504273,True,0.7961028914992412,1.5922057829984824,37.341135454016815,0.8134453254612097,completed,,"Qi recalculated from inferred p=0.0022: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm10p000_dy4p545__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,4.545,12.0,2.0,160,12,1.2,8.5,4.6696821001,6.13115899928,-1.46147689918,263.1000057078415,6.015155077039719,5.898867515034506,1.0197135402191742,51.97805,76.94799547762767,4.952245139667733,True,0.8142380762352622,1.6284761524705245,37.082442465383416,0.8325181001834473,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dy5p455__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,5.455,12.0,2.0,160,12,1.2,8.5,4.68450586588,5.93930419909,-1.2547983332100001,233.56816593343538,6.332968150115967,5.606035397677945,1.1296696686466021,52.19935,76.98101687147327,5.1701938032805534,True,0.8017301015120543,1.6034602030241085,37.22150728148588,0.8193790605513745,completed,,"Qi recalculated from inferred p=0.0022: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm10p000_dy6p364__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,6.364,12.0,2.0,160,12,1.2,8.5,4.72047666907,6.13292859683,-1.4124519277600003,239.80537262087762,5.448801997238159,5.897409581121149,0.9239314180722537,52.00836,76.95377688335343,4.938696291172026,True,0.9129887483484819,1.8259774966969637,36.75867582700363,0.9362425488065926,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dy7p273__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,7.273,12.0,2.0,160,12,1.2,8.5,4.75999951361,6.22178916275,-1.46178964914,237.2013025682522,5.0841642122612,6.078326997296887,0.8364413784454497,52.20028,76.98067273474558,4.819322060204736,True,0.9680408245033891,1.9360816490067783,36.48669675526747,0.9944242281921964,completed,,"Qi recalculated from inferred p=0.00225: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm10p000_dy8p182__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,8.182,12.0,2.0,160,12,1.2,8.5,4.73691805842,6.05949311541,-1.3225750569899999,223.4408097631216,5.380391926355362,5.823182422814878,0.9239607375642758,51.97801,76.94783106680124,5.0868426918961696,True,0.9332144497950838,1.8664288995901677,36.674785754885896,0.9575807319003783,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm10p000_dy9p091__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,9.091,12.0,2.0,160,12,1.2,8.5,4.73431310321,5.9588117706,-1.2244986673899998,219.04223037505855,5.945221753843307,5.629570893196313,1.0560701457776254,51.97797,76.94788368918309,5.187818004424316,True,0.8626805159611661,1.7253610319223323,36.611641024806566,0.8834983988317711,completed,,"Qi recalculated from inferred p=0.0022: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm10p000_dy10p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-10.0,10.0,12.0,2.0,160,12,1.2,8.5,4.76420948131,6.07980929074,-1.31559980943,218.6923729557343,5.262032916395187,5.806839983012462,0.9061783916534512,52.00759,76.95240536455312,5.002282034972115,True,0.9655336129974978,1.9310672259949957,36.34558048277405,0.9918833564350731,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm9p091_dym10p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-10.0,12.0,2.0,160,12,1.2,8.5,4.71107489741,6.18535581306,-1.4742809156500005,261.5686595159561,5.952367972948074,6.018524976031365,0.9890077712817077,52.13646,76.96163285368888,4.87885560649457,True,0.8213063680905612,1.6426127361811225,36.75728882486683,0.8400770849083761,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dym9p091__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-9.091,12.0,2.0,160,12,1.2,8.5,4.76222853406,6.13587369233,-1.3736451582699996,220.8099167398637,4.9540459911632535,5.916366501043142,0.837346028223536,52.00551,76.94473433815885,4.949863265063402,True,1.0121504228303142,2.0243008456606284,36.44470974661912,1.0410630528515892,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dym8p182__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-8.182,12.0,2.0,160,12,1.2,8.5,4.78614806685,6.17470795526,-1.3885598884099997,226.2783372692303,5.145299386573791,5.977980880387692,0.8607085719284037,51.61996,76.88404251262696,4.9875588889918205,True,0.975569575030038,1.951139150060076,36.24204947018112,1.0025565609314901,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dym7p273__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-7.273,12.0,2.0,160,12,1.2,8.5,4.68244497009,6.16560402472,-1.4831590546300006,256.3717628846066,5.596757998455048,5.975566995273393,0.9366070203684471,52.00216,76.94250945343116,4.9236492253483215,True,0.8704851896253104,1.7409703792506208,37.08823850420243,0.8914070965910865,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dym6p364__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-6.364,12.0,2.0,160,12,1.2,8.5,4.66020332147,6.12956510902,-1.4693617875499996,263.0344249512455,5.931523023582458,5.964119118926944,0.9945346337498453,52.15014,76.9638218365587,4.983099596502434,True,0.8144891238567722,1.6289782477135444,37.17563686351145,0.8327336671157158,completed,,"Qi recalculated from inferred p=0.00225: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.23e+03"
chip_simple_dxm9p091_dym5p455__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-5.455,12.0,2.0,160,12,1.2,8.5,4.72124097169,5.87168331743,-1.1504423457399993,226.27240344768032,7.066613950735092,5.555273420769576,1.2720551115117118,51.63898,76.8869931552119,5.466095636747748,True,0.7259697873925166,1.4519395747850332,36.75991927417018,0.7405957759314672,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dym4p545__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-4.545,12.0,2.0,160,12,1.2,8.5,4.66620755842,6.05848621559,-1.3922786571700003,263.47418021866304,6.590826199697494,5.836340997965548,1.1292736668393684,52.03564,76.94894546408999,5.090127059630961,True,0.7461806593593104,1.4923613187186209,37.15072993592154,0.761475054907846,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dym3p636__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-3.636,12.0,2.0,160,12,1.2,8.5,4.69849918476,6.1890369169,-1.49053773214,263.4189569943742,5.88604940322876,6.029108285903374,0.9762719666175015,52.14937,76.96378399824941,4.875780997315785,True,0.8262460318556808,1.6524920637113616,36.84617644118364,0.8451989420195624,completed,,"Qi recalculated from inferred p=0.00225: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dym2p727__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-2.727,12.0,2.0,160,12,1.2,8.5,4.7483244385,6.10698090701,-1.3586564685099995,228.13889295861063,5.363995685260773,5.896412931889758,0.9097048912993362,52.21427,76.97589165612911,4.966362695078938,True,0.9328704473499627,1.8657408946999254,36.54003176244244,0.957310679016789,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dym1p818__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-1.818,12.0,2.0,160,12,1.2,8.5,4.76442571482,6.22787098411,-1.4634452692900002,236.31743027914425,5.046186967498779,6.075829813333849,0.8305346137945728,52.02197,76.94535455010505,4.839733910137521,True,0.9775670426071194,1.9551340852142387,36.38044552952678,1.0045602523017692,completed,,"Qi recalculated from inferred p=0.00225: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dym0p909__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,-0.909,12.0,2.0,160,12,1.2,8.5,4.70861223691,5.97190035235,-1.26328811544,224.2856497209385,5.828280176078796,5.726841959580289,1.01771276686426,52.0843,76.95902600185654,5.2279303341465875,True,0.8610629161598488,1.7221258323196975,36.83786879048513,0.8816714534540063,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dy0p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,0.0,12.0,2.0,160,12,1.2,8.5,4.69617520443,6.17219540693,-1.4760202025,264.57182310360275,6.037215105722427,5.958986631720915,1.0131278149853677,51.64966,76.8913405546058,4.968955545106097,True,0.8129554096273864,1.6259108192547729,36.8872982339965,0.8312758126146305,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dy0p909__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,0.909,12.0,2.0,160,12,1.2,8.5,4.70337403482,6.04244085925,-1.3390668244299997,230.67682135668895,5.526243250297546,5.795186808847171,0.9535919086958433,52.15024,76.9637988980459,5.068725029958466,True,0.9028562218654724,1.8057124437309449,36.99388432600887,0.9254421497312295,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dy1p818__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,1.818,12.0,2.0,160,12,1.2,8.5,4.74215768088,6.21093014773,-1.46877246685,249.15767700984446,5.51327842791748,6.055638770575854,0.9104371374835492,52.15052,76.96205542488092,4.839190016191808,True,0.891014185633664,1.782028371267328,36.49062504738351,0.9133151675765155,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dy2p727__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,2.727,12.0,2.0,160,12,1.2,8.5,4.68785660116,6.14920505102,-1.46134844986,269.97376724564526,6.378877137207031,5.9601401255266735,1.0702562360718584,52.15089,76.96351675220919,4.921830385581966,True,0.7661882195050309,1.5323764390100618,36.980172190532855,0.7823986532473649,completed,,"Qi recalculated from inferred p=0.00224: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
chip_simple_dxm9p091_dy3p636__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,3.636,12.0,2.0,160,12,1.2,8.5,4.70131601707,6.06675184485,-1.3654358277799998,244.57965254380213,5.977826485769271,5.78091644854145,1.034062079772404,51.65008,76.888821850244,5.09769743761294,True,0.8386080716177446,1.6772161432354893,36.96419161212929,0.8580752588257737,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm9p091_dy4p545__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,4.545,12.0,2.0,160,12,1.2,8.5,4.70020646758,6.16959521458,-1.469388747,253.10207266424862,5.58720127576828,5.941758744245985,0.9403278585114114,52.15105,76.96372584953832,4.845191654292056,True,0.8812277014436198,1.7624554028872397,36.894679007993595,0.9027908183796067,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dy5p455__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,5.455,12.0,2.0,160,12,1.2,8.5,4.78169743721,6.10774822215,-1.3260507849399996,213.03713969424035,4.959060187129974,5.8520251844503886,0.8474092354056947,51.99749,76.94144530045743,4.96867479388802,True,1.0239861720678243,2.0479723441356485,36.2930870314727,1.0537160958548242,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dy6p364__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,6.364,12.0,2.0,160,12,1.2,8.5,4.71440404127,6.1075884134,-1.3931843721300003,241.39030605665508,5.646440187353134,5.8570320720078435,0.9640446079062504,52.05294,76.95288011140391,4.96152891978326,True,0.8834170328196654,1.7668340656393309,36.794860762076716,0.9051489815477554,completed,,"Qi recalculated from inferred p=0.00222: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dy7p273__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,7.273,12.0,2.0,160,12,1.2,8.5,4.74507176175,6.18262050637,-1.43754874462,239.62897752894122,5.316328256315231,5.930712308950749,0.8964063639188369,52.15002,76.96397427393524,4.79775684314829,True,0.9409214432847458,1.8818428865694916,36.55078781180366,0.9657834619531374,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.26e+03"
chip_simple_dxm9p091_dy8p182__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,8.182,12.0,2.0,160,12,1.2,8.5,4.73445099138,6.15478155079,-1.42033055941,243.7500148862952,5.603587422172546,5.951852940269059,0.9414862024328227,52.14994,76.9634633577462,4.897751969335074,True,0.8859663372053317,1.7719326744106634,36.606463479431916,0.9079407332372706,completed,,"Qi recalculated from inferred p=0.00223: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dy9p091__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,9.091,12.0,2.0,160,12,1.2,8.5,4.75085202436,6.00137867716,-1.2505266527999996,212.3126314781783,5.41655916849327,5.701547260512729,0.9500156573298613,51.63939,76.88748177635328,5.215231325583307,True,0.9434413986324391,1.8868827972648783,36.583917229177025,0.9684152984447058,completed,,"Qi recalculated from inferred p=0.00221: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.25e+03"
chip_simple_dxm9p091_dy10p000__Lj12p0nH_Cj2p0fF__roL8p5mm__tee_fl160um_fc12_cg1p2um__rpg1p4um,-9.091,10.0,12.0,2.0,160,12,1.2,8.5,4.7252089608,6.13650588385,-1.41129692305,241.53134360669733,5.541704983503341,5.967068128664825,0.9287148837604,52.17965,76.96862722529592,4.9590232028606485,True,0.8885761043179066,1.7771522086358131,36.66656937433686,0.9106446280387835,completed,,"Qi recalculated from inferred p=0.00225: tan_delta=0.36 (assumed EPR tan_delta=0.0004), Qi=1.24e+03"
