feature,importance
dy_mm,0.4786273956451673
dx_mm,0.43342135119395525
cap_gap_um,0.07568967196574013
Cj_fF,0.01226158119513737
Lj_nH,0.0
tee_finger_length_um,0.0
tee_finger_count,0.0
ro_L_mm,0.0
