feature,importance
dx_mm,0.32617543817300537
cap_gap_um,0.3175627202170746
dy_mm,0.29853511296505564
Cj_fF,0.057726728644864514
Lj_nH,0.0
tee_finger_length_um,0.0
tee_finger_count,0.0
ro_L_mm,0.0
